PropertyID,Borough,State,Surroundings,Address,ZipCode,Block,Lot,BldgClassCategory,NoOfResidentialUnits,NoOfCommercialUnits,TotalNoOfUnits,LandAreaInSqFt,GrossAreaInSqFt,YearOfConstruction,TaxClass_AtEvaluationTime,BldgClass_AtEvaluationTime,DateOfEvaluation,PropertyEvaluationvalue
PR23198,2,NY,BUSHWICK,144 BLEECKER STREET,11221,3306,18,37 RELIGIOUS FACILITIES,0,1,1,7981,9581,1950,4,M3,07-08-2014,3350000
PR23199,2,NY,BUSHWICK,142 GEORGE STREET,11237,3158,120,02  TWO FAMILY HOMES,2,0,2,2080,2148,1989,1,B9,29-11-2012,550000
PR23200,2,NY,BUSHWICK,460 CENTRAL AVENUE,11221,3368,35,02  TWO FAMILY HOMES,2,0,2,1613,2988,2008,1,B1,12-06-2013,590000
PR23201,2,NY,BUSHWICK,1335 JEFFERSON AVENUE,11221,3384,152,03  THREE FAMILY HOMES,3,0,3,1887,3654,2012,1,C0,27-12-2012,635000
PR23202,2,NY,EAST NEW YORK,134 GLEN STREET,11208,4168,14,02 TWO FAMILY DWELLINGS,2,0,2,2500,2040,1951,1,B9,27-03-2015,490000
PR23203,2,NY,EAST NEW YORK,489 WILLIAMS AVENUE,11207,3819,120,01 ONE FAMILY DWELLINGS,1,0,1,2600,1296,1996,1,A5,19-06-2014,108500
PR23204,2,NY,EAST NEW YORK,765 SHEPHERD AVENUE,11208,4476,59,01 ONE FAMILY DWELLINGS,1,0,1,2000,840,1946,1,A2,12-12-2014,352000
PR23205,2,NY,EAST NEW YORK,811 BLAKE AVE,11207,4042,138,01 ONE FAMILY DWELLINGS,1,0,1,1485,1134,1988,1,A5,08-05-2014,530000
PR23206,2,NY,EAST NEW YORK,616 PINE STREET,11208,4281,44,03 THREE FAMILY DWELLINGS,3,0,3,2000,2496,1971,1,C0,14-06-2014,565000
PR23207,2,NY,EAST NEW YORK,891 ASHFORD STREET,11207,4381,153,01 ONE FAMILY DWELLINGS,1,0,1,1800,1224,1956,1,A5,08-06-2014,410000
PR23208,2,NY,EAST NEW YORK,808 HENDRIX STREET,11207,4329,22,02  TWO FAMILY HOMES,2,0,2,2020,2920,2003,1,B1,24-08-2012,460000
PR23209,2,NY,EAST NEW YORK,217 CRYSTAL STREET,11208,4248,13,02 TWO FAMILY DWELLINGS,2,0,2,2000,2450,1966,1,B1,20-04-2014,570361
PR23210,2,NY,EAST NEW YORK,604 ESSEX STREET,11208,4067,139,01 ONE FAMILY DWELLINGS,1,0,1,1700,1120,1986,1,A5,22-02-2015,251155
PR23211,2,NY,EAST NEW YORK,427 SNEDIKER AVENUE,11207,3800,103,01  ONE FAMILY HOMES,1,0,1,1800,1332,1997,1,A5,27-09-2012,270000
PR23212,2,NY,EAST NEW YORK,975 SCHENCK AVE,11207,4421,52,01  ONE FAMILY HOMES,1,0,1,1568,1088,1960,1,A5,22-05-2013,323000
PR23213,2,NY,EAST NEW YORK,10526 RUBY STREET,11208,4207,35,02  TWO FAMILY HOMES,2,0,2,3132,2400,1950,1,B1,08-05-2013,226300
PR23214,2,NY,EAST NEW YORK,601 LIBERTY AVENUE,11207,3965,31,03 THREE FAMILY DWELLINGS,3,0,3,2200,2448,1941,1,C0,12-10-2014,550000
PR23215,2,NY,EAST NEW YORK,949 ASHFORD STREET,11207,4403,51,02  TWO FAMILY HOMES,2,0,2,1800,1944,1960,1,B9,25-01-2013,210000
PR23216,2,NY,EAST NEW YORK,418 VERMONT STREET,11207,3773,134,01 ONE FAMILY DWELLINGS,1,0,1,1800,1134,1988,1,A5,04-01-2015,494000
PR23217,2,NY,EAST NEW YORK,598 LIBERTY AVENUE,11207,3981,115,03 THREE FAMILY DWELLINGS,3,0,3,2000,3240,2001,1,C0,11-07-2014,753505
PR23218,2,NY,EAST NEW YORK,489 WILLIAMS AVENUE,11207,3819,120,01 ONE FAMILY DWELLINGS,1,0,1,2600,1296,1996,1,A5,19-06-2014,375000
PR23219,2,NY,EAST NEW YORK,745 LOGAN STREET,11208,4458,51,02 TWO FAMILY DWELLINGS,2,0,2,1440,1680,1998,1,B2,24-05-2014,518393
PR23220,2,NY,EAST NEW YORK,964 ASHFORD STREET,11207,4402,22,02  TWO FAMILY HOMES,2,0,2,2550,2592,1960,1,B9,17-07-2013,225000
PR23221,2,NY,EAST NEW YORK,1278 BLAKE AVENUE,11208,4282,25,02  TWO FAMILY HOMES,2,0,2,1800,1537,1965,1,B9,21-05-2013,259000
PR23222,2,NY,EAST NEW YORK,222 FORBELL STREET,11208,4224,25,03  THREE FAMILY HOMES,3,0,3,2814,2821,1965,1,C0,28-03-2013,250000
PR23223,2,NY,EAST NEW YORK,767 FOUNTAIN AVENUE,11208,4565,181,03 THREE FAMILY DWELLINGS,3,0,3,4023,3204,2002,1,C0,10-01-2015,525000
PR23224,2,NY,EAST NEW YORK,905 BLAKE AVENUE,11207,4046,141,01 ONE FAMILY DWELLINGS,1,0,1,2250,1116,1985,1,A5,20-07-2014,300300
PR23225,2,NY,EAST NEW YORK,852 CRESCENT STREET,11208,4507,10,02  TWO FAMILY HOMES,2,0,2,2983,3000,1965,1,B2,27-06-2013,425000
PR23226,2,NY,EAST NEW YORK,932 CLEVELAND STREET,11208,4359,26,02 TWO FAMILY DWELLINGS,2,0,2,2000,1800,1966,1,B1,03-05-2014,520000
PR23227,2,NY,EAST NEW YORK,233 WYONA STREET,11207,3724,7,03 THREE FAMILY DWELLINGS,3,0,3,4017,3432,2002,1,C0,08-06-2014,1240000
PR23228,2,NY,EAST NEW YORK,351 DE WITT AVENUE,11207,3874,54,03  THREE FAMILY HOMES,3,0,3,1990,2895,2007,1,C0,01-04-2013,150000
PR23229,2,NY,EAST NEW YORK,688 VAN SICLEN AVENUE,11207,4304,25,02 TWO FAMILY DWELLINGS,2,0,2,1740,2175,1971,1,B1,04-09-2014,250000
PR23230,2,NY,EAST NEW YORK,12 HILL STREET,11208,4166,1,01  ONE FAMILY HOMES,1,0,1,2152,2224,2004,1,A5,19-10-2012,241000
PR23231,2,NY,EAST NEW YORK,728 HEMLOCK STREET,11208,4283,40,03  THREE FAMILY HOMES,3,0,3,2000,1800,1965,1,C0,10-08-2012,290000
PR23232,2,NY,EAST NEW YORK,725 WARWICK STREET,11207,4311,67,02  TWO FAMILY HOMES,2,0,2,2000,2000,1970,1,B1,19-03-2013,120600
PR23233,2,NY,EAST NEW YORK,609 CLEVELAND STREET,11208,4065,26,02 TWO FAMILY DWELLINGS,2,0,2,2664,2317,1994,1,B2,17-05-2014,250000
PR23234,2,NY,EAST NEW YORK,993 CLEVELAND STREET,11208,4382,46,02 TWO FAMILY DWELLINGS,2,0,2,3983,2760,1994,1,B2,28-09-2014,490000
PR23235,2,NY,EAST NEW YORK,778 HENDRIX STREET,11207,4329,7,02 TWO FAMILY DWELLINGS,2,0,2,2300,1944,1956,1,B1,31-10-2014,730000
PR23236,2,NY,EAST NEW YORK,472 HENDRIX STREET,11207,4042,121,01 ONE FAMILY DWELLINGS,1,0,1,1802,1116,1985,1,A5,28-01-2015,450000
PR23237,2,NY,EAST NEW YORK,714 JEROME STREET,11207,4332,14,02  TWO FAMILY HOMES,2,0,2,2033,2250,1960,1,B1,17-05-2013,320000
PR23238,2,NY,EAST NEW YORK,2380 PITKIN AVENUE,11207,4016,23,02  TWO FAMILY HOMES,2,0,2,1800,2100,2008,1,B2,17-07-2013,391560
PR23239,2,NY,EAST NEW YORK,305 SHEFFIELD AVE,11207,3754,8,03 THREE FAMILY DWELLINGS,3,0,3,1758,3162,2001,1,C0,17-01-2015,550000
PR23240,2,NY,EAST NEW YORK,649 ESSEX STREET,11208,4084,3,02 TWO FAMILY DWELLINGS,2,0,2,2002,1520,1982,1,B2,07-06-2014,406000
PR23241,2,NY,EAST NEW YORK,331 LOGAN STREET,11208,4154,10,02  TWO FAMILY HOMES,2,0,2,2500,2700,2001,1,B2,30-07-2013,460000
PR23242,2,NY,EAST NEW YORK,266 WYONA STREET,11207,3723,30,03 THREE FAMILY DWELLINGS,3,0,3,1125,2903,2001,1,C0,21-11-2014,835000
PR23243,2,NY,EAST NEW YORK,472 LINWOOD STREET,11208,4002,29,02  TWO FAMILY HOMES,2,0,2,1550,3430,2010,1,B1,10-05-2013,440000
PR23244,2,NY,EAST NEW YORK,541 ASHFORD STREET,11207,4064,116,01 ONE FAMILY DWELLINGS,1,0,1,3060,1134,1988,1,A5,07-01-2015,350000
PR23245,2,NY,EAST NEW YORK,857 PINE STREET,11208,4528,43,02  TWO FAMILY HOMES,2,0,2,3000,2945,1965,1,B2,28-06-2013,390000
PR23246,2,NY,EAST NEW YORK,278 MILFORD STREET,11208,4040,33,02 TWO FAMILY DWELLINGS,2,0,2,2900,2490,1995,1,B2,22-10-2014,700000
PR23247,2,NY,EAST NEW YORK,1325 DUMONT AVENUE,11208,4282,52,01 ONE FAMILY DWELLINGS,1,0,1,1360,1120,1961,1,A5,11-06-2014,379000
PR23248,2,NY,EAST NEW YORK,699 PINE STREET,11208,4485,45,02  TWO FAMILY HOMES,2,0,2,2950,2750,1965,1,B2,25-02-2013,408100
PR23249,2,NY,EAST NEW YORK,1430 LORING AVENUE,11208,4518,1,03 THREE FAMILY DWELLINGS,3,0,3,2820,2940,2001,1,C0,24-10-2014,585000
PR23250,2,NY,EAST NEW YORK,617 CRESCENT STREET,11208,4268,18,01  ONE FAMILY HOMES,1,0,1,1644,1432,1955,1,A9,28-01-2013,330000
PR23251,2,NY,EAST NEW YORK,385 LOGAN STREET,11208,4190,14,02 TWO FAMILY DWELLINGS,2,0,2,2100,2184,2001,1,B2,19-07-2014,470000
PR23252,2,NY,CYPRESS HILLS,55 WYONA STREET,11207,3663,101,02  TWO FAMILY HOMES,2,0,2,2767,2694,2005,1,B2,01-07-2013,351000
PR23253,2,NY,CYPRESS HILLS,146A VAN SICLEN AVENUE,11207,3946,36,02  TWO FAMILY HOMES,2,0,2,1706,4785,1950,1,B9,16-05-2013,314000
PR23254,2,NY,CYPRESS HILLS,147 VERMONT STREET,11207,3672,3,03  THREE FAMILY HOMES,3,0,3,2191,3225,2007,1,C0,23-08-2012,440000
PR23255,2,NY,CYPRESS HILLS,58 VERMONT STREET,11207,3661,122,02 TWO FAMILY DWELLINGS,2,1,3,1500,3105,2002,1,S2,11-10-2014,1000000
PR23256,2,NY,CYPRESS HILLS,46 SCHENCK AVE,11207,3919,28,03  THREE FAMILY HOMES,3,0,3,1850,3524,2008,1,C0,06-03-2013,560000
PR23257,2,NY,CYPRESS HILLS,44 SCHENCK AVE,11207,3919,27,02  TWO FAMILY HOMES,2,0,2,2575,2775,2008,1,B2,03-06-2013,520000
PR23258,2,NY,CYPRESS HILLS,183 ASHFORD STREET,11207,3953,6,02  TWO FAMILY HOMES,2,0,2,1800,3036,2007,1,B1,11-02-2013,290000
PR23259,2,NY,CYPRESS HILLS,56 VERMONT STREET,11207,3661,121,02 TWO FAMILY DWELLINGS,2,1,3,1500,3105,2002,1,S2,11-10-2014,1000000
PR23260,5,NY,BAYSIDE,211-20 41ST AVENUE,11361,6227,277,02 TWO FAMILY DWELLINGS,2,0,2,3900,3245,1951,1,B1,20-12-2014,1480000
PR23261,5,NY,BAYSIDE,204-05 45TH ROAD,11361,7301,62,01 ONE FAMILY DWELLINGS,1,0,1,3000,1024,1946,1,A5,16-07-2014,707000
PR23262,5,NY,BAYSIDE,47-42 SPRINGFIELD BLVD,11361,7351,26,02 TWO FAMILY DWELLINGS,2,0,2,3650,2270,1985,1,B1,18-05-2014,1100000
PR23263,5,NY,BAYSIDE,222-19 41ST   ROAD,11361,6344,35,01  ONE FAMILY HOMES,1,0,1,4040,2324,1955,1,A2,01-10-2012,718700
PR23264,5,NY,BAYSIDE,224-15 HORACE HARDING EXPRE,11364,7522,77,02  TWO FAMILY HOMES,2,0,2,3131,2976,1965,1,B9,19-06-2013,858000
PR23265,5,NY,BAYSIDE,56-12 213TH STREET,11364,7441,10,01 ONE FAMILY DWELLINGS,1,0,1,4018,1120,1946,1,A2,22-01-2015,730000
PR23266,5,NY,BAYSIDE,201-06 32ND AVENUE,11361,6031,3,01 ONE FAMILY DWELLINGS,1,0,1,3800,1158,1946,1,A0,04-05-2014,930000
PR23267,5,NY,BAYSIDE,50-04 231ST   STREET,11364,7506,1,01  ONE FAMILY HOMES,1,0,1,5500,1424,1955,1,A2,30-08-2012,746000
PR23268,5,NY,BAYSIDE,28-54 209 PLACE,11360,5994,21,01  ONE FAMILY HOMES,1,0,1,4550,1608,1950,1,A2,07-11-2012,765000
PR23269,5,NY,BAYSIDE,43-21 209 STREET,11361,6279,40,02  TWO FAMILY HOMES,2,0,2,4000,2000,1955,1,B2,09-08-2012,710000
PR23270,5,NY,BAYSIDE,36-15 203RD   STREET,11361,6152,50,01  ONE FAMILY HOMES,1,0,1,4000,1323,1950,1,A0,17-01-2013,580000
PR23271,5,NY,BAYSIDE,43-24 215TH   STREET,11361,6301,33,03  THREE FAMILY HOMES,3,0,3,2925,3027,2007,1,C0,04-10-2012,1080000
PR23272,5,NY,BAYSIDE,23-34 207TH   STREET,11360,5806,22,01  ONE FAMILY HOMES,1,0,1,4320,1611,1945,1,A0,02-08-2013,682000
PR23273,5,NY,BAYSIDE,2 BAY CLUB DRIVE,11360,5893,1577,13 CONDOS - ELEVATOR APARTMENTS,1,0,1,123373,508,1968,2,R4,06-04-2014,330000
PR23274,5,NY,BAYSIDE,39-20 203RD STREET,11361,6205,217,02  TWO FAMILY HOMES,2,0,2,2300,1960,1960,1,B1,26-09-2012,610000
PR23275,5,NY,BAYSIDE,202-18 45TH ROAD,11361,5545,14,01  ONE FAMILY HOMES,1,0,1,2000,1600,1945,1,A5,31-08-2012,445000
PR23276,5,NY,BAYSIDE,202-04 32ND AVENUE,11361,6032,1,02  TWO FAMILY HOMES,2,0,2,4000,2032,1945,1,B3,19-06-2013,880000
PR23277,5,NY,BAYSIDE,3538 208 STREET,11361,6156,25,01 ONE FAMILY DWELLINGS,1,0,1,4200,1176,1946,1,A0,14-12-2014,790000
PR23278,5,NY,BAYSIDE,38-29 208TH STREET,11361,6212,8,01 ONE FAMILY DWELLINGS,1,0,1,4000,2520,1983,1,A2,19-10-2014,1168000
PR23279,5,NY,BAYSIDE,214-18 46TH ROAD,11361,7340,9,01  ONE FAMILY HOMES,1,0,1,1800,1224,1950,1,A5,27-12-2012,438000
PR23280,5,NY,BAYSIDE,215-33 23RD ROAD,11360,5952,18,02 TWO FAMILY DWELLINGS,2,0,2,5252,3249,1966,1,B2,31-08-2014,1660000
PR23281,5,NY,BAYSIDE,202-08 ROCKY HILL ROAD,11361,7354,1017,12 CONDOS - WALKUP APARTMENTS,1,0,1,130643,622,1945,2,R2,31-10-2014,476000
PR23282,5,NY,BAYSIDE,45-34 216TH ST,11361,7335,23,01  ONE FAMILY HOMES,1,0,1,3290,1628,1950,1,A5,03-12-2012,497888
PR23283,5,NY,BAYSIDE,57-56 CLOVERDALE BOULEVARD,11364,7523,27,02  TWO FAMILY HOMES,2,0,2,3200,2160,1965,1,B2,21-09-2012,759000
PR23284,5,NY,BAYSIDE,29-52 BELL BLVD.,11360,6053,46,02  TWO FAMILY HOMES,2,0,2,4845,1960,1950,1,B1,27-11-2012,812500
PR23285,5,NY,BAYSIDE,30-02 208TH STREET,11360,5989,77,01 ONE FAMILY DWELLINGS,1,0,1,4504,2149,1956,1,A2,21-03-2015,928000
PR23286,5,NY,BAYSIDE,230-17 53RD AVENUE,11364,7505,80,01 ONE FAMILY DWELLINGS,1,0,1,6000,2319,1956,1,A3,02-08-2014,990000
PR23287,5,NY,BAYSIDE,5609 220 STREET,11364,7449,56,01 ONE FAMILY DWELLINGS,1,0,1,3847,1775,1946,1,A1,22-06-2014,500000
PR23288,5,NY,BAYSIDE,41-32 220TH STREET,11361,6317,26,01 ONE FAMILY DWELLINGS,1,0,1,7200,1425,1941,1,A0,11-04-2014,900000
PR23289,5,NY,BAYSIDE,209-45 28TH AVENUE,11360,5993,43,01 ONE FAMILY DWELLINGS,1,0,1,5960,1567,1941,1,A0,03-12-2014,880000
PR23290,5,NY,BAYSIDE,53-18 217TH   STREET,11364,7398,27,01  ONE FAMILY HOMES,1,0,1,4500,1428,1960,1,A0,25-01-2013,700000
PR23291,5,NY,BAYSIDE,198-29 30TH AVENUE,11358,6020,32,01  ONE FAMILY HOMES,1,0,1,1794,1016,1945,1,A5,12-12-2012,480000
PR23292,5,NY,BAYSIDE,32-07 213TH STREET,11361,6063,22,01 ONE FAMILY DWELLINGS,1,0,1,4300,1302,1946,1,A1,24-05-2014,1185000
PR23293,5,NY,BAYSIDE,23-63 206TH   STREET,11360,5806,64,01  ONE FAMILY HOMES,1,0,1,4320,1520,1945,1,A0,03-04-2013,595000
PR23294,5,NY,BAYSIDE,46-21 217TH STREET,11361,7344,12,01  ONE FAMILY HOMES,1,0,1,2658,1122,1965,1,A5,06-08-2012,553000
PR23295,5,NY,BAYSIDE,214-17 46TH   ROAD,11361,7339,22,01  ONE FAMILY HOMES,1,0,1,1800,1224,1950,1,A5,18-09-2012,510000
PR23296,5,NY,BAYSIDE,50-37 201ST   STREET,11364,7378,43,01  ONE FAMILY HOMES,1,0,1,2500,1024,1950,1,A5,09-05-2013,430000
PR23297,5,NY,BAYSIDE,202-11 ROCKY HILL ROAD,11361,5561,57,02  TWO FAMILY HOMES,2,0,2,3675,2473,1960,1,B2,21-09-2012,678000
PR23298,5,NY,BAYSIDE,47-17 206TH STREET,11361,7321,12,01 ONE FAMILY DWELLINGS,1,0,1,2782,1249,1956,1,A5,14-09-2014,783800
PR23299,5,NY,BAYSIDE,35-12 CORPORAL KENNEDY STR,11361,6161,12,01 ONE FAMILY DWELLINGS,1,0,1,4250,1281,1946,1,A0,26-11-2014,848000
PR23300,5,NY,BAYSIDE,58-11 208 STREET,11364,7459,62,01  ONE FAMILY HOMES,1,0,1,4000,1222,1955,1,A2,12-09-2012,555000
PR23301,5,NY,BAYSIDE,221-39 HORACE HARDING EXPWY,11364,7527,58,02 TWO FAMILY DWELLINGS,2,0,2,3000,2976,1966,1,B9,13-09-2014,1280000
PR23302,5,NY,BAYSIDE,12-10 ROBIN LANE,11360,5843,1034,04 TAX CLASS 1 CONDOS,1,0,1,349725,700,1978,1,R3,25-06-2014,500000
PR23303,5,NY,BAYSIDE,208-07 47TH   AVENUE,11361,7320,49,01  ONE FAMILY HOMES,1,0,1,3500,1056,1965,1,A5,02-08-2013,530000
PR23304,5,NY,BAYSIDE,47-18 SPRINGFIELD BLVD,11361,7350,30,01 ONE FAMILY DWELLINGS,1,0,1,2625,1260,1951,1,A5,28-08-2014,850000
PR23305,5,NY,BAYSIDE,211-21 48 AVENUE,11364,7328,40,01 ONE FAMILY DWELLINGS,1,0,1,1456,1280,1951,1,A5,22-05-2014,792500
PR23306,5,NY,BAYSIDE,230-19 56TH AVENUE,11364,7509,64,01 ONE FAMILY DWELLINGS,1,0,1,4400,1440,1951,1,A2,24-09-2014,965000
PR23307,5,NY,BAYSIDE,47-28 207TH STREET,11361,7321,33,01 ONE FAMILY DWELLINGS,1,0,1,2140,800,1951,1,A5,02-11-2014,590000
PR23308,5,NY,BAYSIDE,223-40 56TH ROAD,11364,7530,15,02 TWO FAMILY DWELLINGS,2,0,2,3058,2268,1961,1,B2,14-06-2014,875000
PR23309,5,NY,BAYSIDE,4911 CLOVERDALE BLVD,11364,7500,94,01 ONE FAMILY DWELLINGS,1,0,1,6000,2280,1956,1,A3,04-10-2014,999999
PR23310,5,NY,BAYSIDE,57-21 EAST HAMPTON BOULEVA,11364,7519,44,01 ONE FAMILY DWELLINGS,1,0,1,4000,1150,1946,1,A2,22-10-2014,750000
PR23311,5,NY,BAYSIDE,38-05 220TH   STREET,11361,6253,1,01  ONE FAMILY HOMES,1,0,1,4694,2028,1960,1,A2,16-11-2012,880000
PR23312,5,NY,BAYSIDE,202-22 45TH   AVENUE,11361,5544,15,22 STORE BUILDINGS,0,7,7,13238,12150,1959,4,K1,17-05-2014,7000000
PR23313,5,NY,BAYSIDE,46-32 218TH   STREET,11361,7344,30,01 ONE FAMILY DWELLINGS,1,0,1,4000,1174,1951,1,A2,20-04-2014,717866
PR23314,5,NY,BAYSIDE,209-90 23RD AVENUE,11360,5893,1493,13 CONDOS - ELEVATOR APARTMENTS,1,0,1,123373,1133,1968,2,R4,16-11-2014,650000
PR23315,5,NY,BAYSIDE,16-54 BELL BOULEVARD,11360,5865,126,03 THREE FAMILY DWELLINGS,3,0,3,2000,2550,1966,1,C0,03-12-2014,1350000
PR23316,5,NY,BAYSIDE,207-18 JORDAN DRIVE,11360,5843,1339,04 TAX CLASS 1 CONDOS,1,0,1,245841,1190,1981,1,R3,05-06-2014,735000
PR23317,5,NY,BAYSIDE,27-18 CORPORAL KENNEDY STR,11360,5987,8,01  ONE FAMILY HOMES,1,0,1,4100,2135,1960,1,A2,21-08-2012,721000
PR23318,5,NY,BAYSIDE,56-37 207TH STREET,11364,7436,48,01 ONE FAMILY DWELLINGS,1,0,1,2500,960,1946,1,A5,11-05-2014,645000
PR23319,5,NY,BAYSIDE,222-30 BIRMINGTON PARKWAY,11364,7491,6,01  ONE FAMILY HOMES,1,0,1,8325,2430,1955,1,A3,12-03-2013,780000
PR23320,5,NY,BAYSIDE,26-16 210TH PLACE,11360,5996,29,01 ONE FAMILY DWELLINGS,1,0,1,4000,1356,1941,1,A0,04-05-2014,1030000
PR23321,5,NY,BAYSIDE,"208-12 ESTATES DRIVE, 22127",11360,5843,1439,04 TAX CLASS 1 CONDOS,1,0,1,245841,1190,1981,1,R3,29-03-2015,750000
PR23322,5,NY,BAYSIDE,58-45 214TH   STREET,11364,7465,39,01  ONE FAMILY HOMES,1,0,1,3995,1418,1945,1,A0,31-05-2013,620000
PR23323,5,NY,BAYSIDE,200-08 46TH ROAD,11361,5559,85,01 ONE FAMILY DWELLINGS,1,0,1,4001,988,1951,1,A2,13-09-2014,1738000
PR23324,5,NY,BAYSIDE,14-10 WATERS EDGE DRIVE,11360,5943,85,02  TWO FAMILY HOMES,2,0,2,3535,3152,1980,1,B2,02-04-2013,980000
PR23325,5,NY,BAYSIDE,12-36 DIANE PLACE,11360,5843,1720,04 TAX CLASS 1 CONDOS,1,0,1,444361,1190,1981,1,R3,17-08-2014,672000
PR23326,5,NY,BAYSIDE,23-25 204TH   STREET,11360,5804,76,01  ONE FAMILY HOMES,1,0,1,4320,975,1950,1,A0,13-06-2013,630000
PR23327,5,NY,BAYSIDE,205-05 26TH AVENUE,11360,5805,48,01 ONE FAMILY DWELLINGS,1,0,1,4128,1088,1946,1,A0,08-01-2015,915000
PR23328,5,NY,BAYSIDE,38-20 CORPORAL KENNEDY ST,11361,6220,32,01  ONE FAMILY HOMES,1,0,1,4000,2205,1950,1,A2,31-07-2013,650000
PR23329,5,NY,BAYSIDE,205-10 26TH   AVENUE,11360,5975,51,02  TWO FAMILY HOMES,2,0,2,5300,3250,1960,1,B1,10-12-2012,995000
PR23330,5,NY,BAYSIDE,201-08 NORTHERN BOULEVARD,11361,5523,120,22 STORE BUILDINGS,0,3,3,6494,7018,2012,4,K4,03-10-2014,2000000
PR23331,5,NY,BAYSIDE,58-02 213TH STREET,11364,7463,3,01  ONE FAMILY HOMES,1,0,1,4086,2000,1950,1,A1,26-03-2013,840000
PR23332,5,NY,BAYSIDE,219-14 40TH AVENUE,11361,6313,6,01 ONE FAMILY DWELLINGS,1,0,1,6430,2953,2012,1,A1,07-06-2014,2248000
PR23333,5,NY,BAYSIDE,24-11 202ND   STREET,11360,5803,17,01  ONE FAMILY HOMES,1,0,1,4275,1043,1960,1,A0,16-05-2013,658000
PR23334,5,NY,BAYSIDE,39-31 FRANCIS LEWIS BLVD,11361,6203,140,02 TWO FAMILY DWELLINGS,2,0,2,3309,2456,1956,1,B1,09-07-2014,1350000
PR23335,5,NY,BAYSIDE,16-64 BELL BOULEVARD,11360,5865,120,03  THREE FAMILY HOMES,3,0,3,2849,2675,1970,1,C0,22-03-2013,875000
PR23336,5,NY,BAYSIDE,35-32 217 STREET,11361,6181,16,01  ONE FAMILY HOMES,1,0,1,1805,1292,1960,1,A5,16-08-2012,398000
PR23337,5,NY,BAYSIDE,228-16 57TH ROAD,11364,7520,29,01 ONE FAMILY DWELLINGS,1,0,1,2689,1500,1996,1,A1,14-08-2014,958000
PR23338,5,NY,BAYSIDE,56-24 EAST HAMPTON BLVD,11364,7516,19,01 ONE FAMILY DWELLINGS,1,0,1,4000,1127,1946,1,A2,03-04-2014,908000
PR23339,5,NY,BAYSIDE,26-18 210TH STREET,11360,5992,36,37  RELIGIOUS FACILITIES,0,1,1,4360,2000,2009,4,M1,29-04-2013,890000
PR23340,5,NY,BAYSIDE,230-24 58TH ROAD,11364,7565,24,02 TWO FAMILY DWELLINGS,2,0,2,3049,1920,2001,1,B2,30-01-2015,1120000
PR23341,5,NY,BAYSIDE,36-16 215TH STREET,11361,6178,14,01  ONE FAMILY HOMES,1,0,1,3300,966,1960,1,A2,21-08-2012,460000
PR23342,5,NY,BAYSIDE,5809 207TH STREET,11364,7458,64,01 ONE FAMILY DWELLINGS,1,0,1,2500,1120,1946,1,A5,19-07-2014,692500
PR23343,5,NY,BAYSIDE,210-20 23RD AVENUE,11360,5900,202,03 THREE FAMILY DWELLINGS,3,0,3,2274,3265,1966,1,C0,09-07-2014,1430000
PR23344,5,NY,BAYSIDE,39-04 CLEARVIEW EXPRESSWAY,11361,6209,19,01 ONE FAMILY DWELLINGS,1,0,1,7200,1550,1961,1,A2,13-04-2014,1056000
PR23345,5,NY,BAYSIDE,41-25 210TH STREET,11361,6227,10,02  TWO FAMILY HOMES,2,0,2,2552,1732,1955,1,B1,05-04-2013,618650
PR23346,5,NY,BAYSIDE,56-33 207TH STREET,11364,7436,51,01  ONE FAMILY HOMES,1,0,1,2500,960,1950,1,A5,16-01-2013,405000
PR23347,5,NY,BAYSIDE,50-04 210TH STREET,11364,7386,6,01 ONE FAMILY DWELLINGS,1,0,1,5000,1733,1946,1,A0,17-12-2014,998000
PR23348,5,NY,BAYSIDE,206-06 EMILY ROAD,11360,5843,1113,04 TAX CLASS 1 CONDOS,1,0,1,349725,1136,1978,1,R3,01-08-2014,735000
PR23349,5,NY,BAYSIDE,201-28 24TH ROAD,11360,5802,20,01 ONE FAMILY DWELLINGS,1,0,1,4067,1105,1951,1,A2,21-03-2015,750000
PR23350,5,NY,BAYSIDE,15-71 201ST STREET,11360,5777,72,01 ONE FAMILY DWELLINGS,1,0,1,4730,2120,1961,1,A1,11-02-2015,863000
PR23351,5,NY,BAYSIDE,217-29 47TH ROAD,11361,7350,38,01 ONE FAMILY DWELLINGS,1,0,1,3239,1260,1951,1,A5,29-06-2014,845000
PR23352,5,NY,BAYSIDE,214-22 33RD AVENUE,11361,6115,12,02 TWO FAMILY DWELLINGS,2,0,2,4500,1896,1946,1,B2,20-06-2014,1150000
PR23353,5,NY,BAYSIDE,53-47 203RD STREET,11364,7412,39,01 ONE FAMILY DWELLINGS,1,0,1,5500,1320,1946,1,A0,19-11-2014,960000
PR23354,5,NY,BAYSIDE,39-39 223RD STREET,11361,6343,154,01 ONE FAMILY DWELLINGS,1,0,1,6132,3070,2000,1,A3,15-02-2015,1289120
PR23355,5,NY,BAYSIDE,199-01 26 AVENUE,11358,5799,1,01  ONE FAMILY HOMES,1,0,1,2796,1280,1950,1,A5,21-02-2013,470000
PR23356,5,NY,BAYSIDE,27-34 LITTLE NECK BLVD,11360,6007,27,01  ONE FAMILY HOMES,1,0,1,9520,1140,1950,1,A2,30-05-2013,1188000
